i,n_cfs,validity,proximity,sparsity,diversity,plausibility,actionability,wrong_dir_violations,immutable_violations
137,5,1.0,1.5315151515151517,0.0761904761904762,19.459999999999997,5.044952173093027,1.0,0.0,0.0
138,5,1.0,1.5406060606060605,0.0761904761904762,6.199999999999998,3.660913276073862,1.0,0.0,0.0
139,5,0.4,1.05,0.05714285714285714,2.6,4.004911753890226,0.8,0.0,0.0
140,5,1.0,1.7472727272727273,0.05714285714285714,15.699999999999998,3.9648647427089845,1.0,0.0,0.0
141,5,1.0,1.4478787878787878,0.09523809523809523,14.680000000000001,6.188687066376957,1.0,0.0,0.0
142,5,0.6,1.1927272727272726,0.08571428571428572,8.779999999999998,4.105139543252872,1.0,0.0,0.0
143,5,0.8,1.3236363636363637,0.06666666666666667,15.12,3.441502107188823,1.0,0.0,0.0
144,5,1.0,1.9036363636363636,0.05714285714285714,5.26,2.9046367113380294,1.0,0.0,0.0
145,5,1.0,1.3178787878787879,0.09523809523809523,13.819999999999999,5.398486818880206,1.0,0.0,0.0
146,5,1.0,1.257272727272727,0.05714285714285714,13.080000000000002,4.685262213712315,1.0,0.0,0.0
147,5,0.8,1.5745454545454547,0.06666666666666667,11.72,2.7251321994152495,1.0,0.0,0.0
148,5,1.0,1.6387878787878791,0.0761904761904762,12.959999999999999,2.8413936345499193,1.0,0.0,0.0
149,5,1.0,2.1151515151515152,0.08571428571428572,30.619999999999997,5.269829464959535,1.0,0.0,0.0
150,5,0.6,1.6866666666666668,0.05714285714285714,25.060000000000002,4.475551934604779,0.8,0.0,0.0
151,5,0.8,1.3748484848484845,0.05714285714285714,23.78,3.3779907476852897,1.0,0.0,0.0
152,5,0.8,2.3066666666666666,0.0761904761904762,43.00000000000001,6.741529353056246,1.0,0.0,0.0
153,5,0.8,2.484848484848485,0.0761904761904762,7.9,5.952052528350865,1.0,0.0,0.0
154,5,0.6,1.5896969696969696,0.0761904761904762,26.3,6.490752206771167,1.0,0.0,0.0
155,5,0.8,1.064242424242424,0.05714285714285714,9.22,2.7019100465804824,1.0,0.0,0.0
156,5,0.8,1.8,0.06666666666666667,24.560000000000002,4.443744297081129,1.0,0.0,0.0
157,5,1.0,1.3854545454545455,0.0761904761904762,9.52,6.3132119829240585,1.0,0.0,0.0
158,5,1.0,2.348484848484848,0.08571428571428572,47.019999999999996,9.011608651620644,1.0,0.0,0.0
159,5,1.0,1.766060606060606,0.0761904761904762,12.780000000000001,2.869837012952408,1.0,0.0,0.0
160,5,1.0,1.1984848484848485,0.06666666666666667,3.8600000000000003,3.1805735910488457,1.0,0.0,0.0
161,5,1.0,1.886060606060606,0.05714285714285714,14.259999999999996,3.708099054539695,1.0,0.0,0.0
162,5,0.8,1.0366666666666666,0.05714285714285714,4.92,2.5931992219176854,1.0,0.0,0.0
163,5,0.8,0.9178787878787877,0.047619047619047616,9.42,3.4803258012278073,1.0,0.0,0.0
164,5,1.0,1.7448484848484849,0.06666666666666667,7.9799999999999995,3.3206004597366072,1.0,0.0,0.0
165,5,1.0,1.4212121212121214,0.08571428571428572,15.280000000000001,3.425426932670936,1.0,0.0,0.0
166,5,0.8,1.2081818181818182,0.0761904761904762,15.48,5.390077858113964,1.0,0.0,0.0
167,5,1.0,1.9448484848484848,0.08571428571428572,43.14,5.446807549011786,1.0,0.0,0.0
168,5,0.8,1.2,0.09523809523809523,5.2,2.9494469087333033,1.0,0.0,0.0
169,5,1.0,1.9933333333333334,0.06666666666666667,16.4,3.873887437175989,1.0,0.0,0.0
170,5,1.0,1.3218181818181818,0.06666666666666667,18.8,3.0783594604899465,1.0,0.0,0.0
171,5,0.2,1.1357575757575757,0.05714285714285714,4.279999999999999,2.650430094585387,1.0,0.0,0.0
172,5,1.0,2.3163636363636364,0.06666666666666667,17.34,3.849486343140694,1.0,0.0,0.0
173,5,0.6,1.5287878787878788,0.06666666666666667,8.559999999999999,3.4913603645508466,1.0,0.0,0.0
174,5,1.0,2.5236363636363635,0.0761904761904762,3.84,3.6786613214376582,1.0,0.0,0.0
175,5,0.4,1.8145454545454545,0.08571428571428572,22.5,6.388526377799524,1.0,0.0,0.0
176,5,1.0,3.339393939393939,0.06666666666666667,32.08,7.125232816739691,1.0,0.0,0.0
