run_id,cell_name,n_counterfactuals,validity,actionability,wrong_dir_violations,sparsity,diversity
run_20260517_1224,n_cf_1,1,0.765,0.98,0.0,0.07142857142857141,0.0
run_20260517_1232,n_cf_3,3,0.7883333333333333,0.9816666666666666,0.0,0.07142857142857136,14.457666666666666
run_20260517_1241,n_cf_5,5,0.8079999999999999,0.9880000000000001,0.0,0.07238095238095235,14.7095
run_20260517_1249,n_cf_10,10,0.8185000000000001,0.9885,0.0,0.07252380952380949,14.508333333333335
