run_id,cell_name,method,AUC,validity,actionability,wrong_dir_violations,sparsity,proximity_L1,diversity,plausibility_kNN50
run_20260517_1928,method_genetic,genetic,0.823318976585703,0.99275,1.0,0.0,0.13850793650793647,2.223213257575758,8.929649999999999,3.471477884809741
run_20260517_2030,method_kdtree,kdtree,0.823318976585703,0.0,,,,,,
run_20260517_1917,method_random,random,0.823318976585703,0.8079999999999999,0.9880000000000001,0.0,0.07238095238095235,1.4710469696969697,14.7095,4.029706488397335
