metric,global,per_query,delta_abs,rel_delta_pct
validity,0.7279999999999999,0.7979999999999999,0.07000000000000006,9.615384615384626
proximity,1.3479181818181818,1.4238863636363635,0.07596818181818166,5.6359638769550235
sparsity,0.06533333333333333,0.07,0.00466666666666668,7.142857142857164
diversity,14.781300000000002,14.929400000000001,0.14809999999999945,1.0019416424806982
plausibility,4.347286065348051,4.069795825010894,-0.27749024033715664,-6.383068336565524
actionability,0.647,0.975,0.32799999999999996,50.69551777434312
wrong_dir_violations,0.44900000000000007,0.0,-0.44900000000000007,-100.0
immutable_violations,0.0,0.0,0.0,
