i,n_cfs,validity,proximity_L1,sparsity,diversity,plausibility_kNN50,actionability,wrong_direction_violations,immutable_violations
0,1,0.0,1.0,0.047619047619047616,0.0,2.9954773319576327,1.0,0.0,0.0
1,1,1.0,1.8606060606060606,0.09523809523809523,0.0,3.350763284276577,0.5,1.0,0.0
2,1,1.0,0.75,0.047619047619047616,0.0,10.137743186544865,1.0,0.0,0.0
3,1,0.0,1.6,0.09523809523809523,0.0,5.5570637856655924,0.5,1.0,0.0
4,1,1.0,2.4242424242424243,0.09523809523809523,0.0,2.842287147677746,1.0,0.0,0.0
5,1,1.0,1.0,0.047619047619047616,0.0,5.481467027511604,0.0,1.0,0.0
6,1,1.0,1.8484848484848486,0.09523809523809523,0.0,4.446437543181498,1.0,0.0,0.0
7,1,1.0,1.4333333333333331,0.09523809523809523,0.0,4.922252551701729,1.0,0.0,0.0
8,1,1.0,1.9333333333333331,0.09523809523809523,0.0,2.776369937685285,0.5,1.0,0.0
9,1,1.0,2.0,0.09523809523809523,0.0,4.097052537122713,0.0,2.0,0.0
10,1,1.0,1.006060606060606,0.047619047619047616,0.0,3.2322346961406816,1.0,0.0,0.0
11,1,1.0,0.8424242424242423,0.047619047619047616,0.0,5.054073278589902,1.0,0.0,0.0
12,1,1.0,1.2727272727272727,0.09523809523809523,0.0,2.4258409253390933,1.0,0.0,0.0
13,1,1.0,1.321212121212121,0.09523809523809523,0.0,3.275687789551696,1.0,0.0,0.0
14,1,1.0,1.2454545454545456,0.09523809523809523,0.0,1.8197760473383386,1.0,0.0,0.0
15,1,1.0,1.1,0.09523809523809523,0.0,7.65493315135427,1.0,0.0,0.0
16,1,0.0,0.25,0.047619047619047616,0.0,3.052107966801332,1.0,0.0,0.0
17,1,1.0,2.036363636363636,0.09523809523809523,0.0,3.087672900779702,1.0,0.0,0.0
18,1,1.0,1.0,0.047619047619047616,0.0,3.505716150596098,0.0,1.0,0.0
19,1,1.0,2.0,0.09523809523809523,0.0,3.933444877348036,0.5,1.0,0.0
20,1,1.0,1.7696969696969695,0.09523809523809523,0.0,3.2915601391614375,0.5,1.0,0.0
21,1,1.0,1.012121212121212,0.047619047619047616,0.0,3.724501243025464,1.0,0.0,0.0
