run_id,cell_name,risk_threshold,validity,actionability,wrong_dir_violations,sparsity
run_20260517_1716,class_general,0.0,0.8079999999999999,0.9880000000000001,0.0,0.07238095238095235
run_20260517_1724,class_at_risk,0.5,0.8079999999999999,0.9880000000000001,0.0,0.07238095238095235
run_20260517_1732,class_high_risk,0.7,0.8276595744680852,0.9914893617021276,0.0,0.07304964539007089
