metric,global,per_query,delta_abs,rel_delta_pct
validity,0.752,0.8079999999999999,0.05599999999999994,7.446808510638291
proximity,1.396609090909091,1.4710469696969697,0.07443787878787878,5.329900776990155
sparsity,0.06719047619047619,0.07238095238095238,0.00519047619047619,7.725017717930545
diversity,15.193800000000001,14.7095,-0.48430000000000106,-3.187484368624051
plausibility,4.298981262156723,4.029706488397335,-0.26927477375938835,-6.2636880074303445
actionability,0.6655,0.9880000000000001,0.3225000000000001,48.45980465815179
wrong_dir_violations,0.435,0.0,-0.435,-100.0
immutable_violations,0.0,0.0,0.0,
